S,233915238,10112,2021,
A12.1.1.01.01.001.04 800302,Subsidio de alimentacion Costo medio de operacion (CMO) AC,67508738.00,0.00,0.00,0.00,0.00,61508738.00,59675158.00
A12.1.1.01.01.001.04 800401,Subsidio de alimentacion Costo medio de administracion (CMA) AL,13501748.00,0.00,0.00,0.00,0.00,15501748.00,14854437.00
A12.1.1.01.01.001.04 800402,Subsidio de alimentacion Costo medio de operacion (CMO) AL,10801398.00,0.00,0.00,0.00,0.00,8801398.00,7699776.00
A12.1.1.01.01.001.05 800301,Auxilio de transporte Costo medio de administracion (CMA)AC,23763048.00,0.00,0.00,0.00,0.00,18763048.00,17094920.00
A12.1.1.01.01.001.05 800302,Auxilio de transporte Costo medio de operacion (CMO) AC,49506350.00,0.00,0.00,0.00,0.00,49506350.00,43761658.00
A12.1.1.01.01.001.05 800401,Auxilio de transporte Costo medio de administracion (CMA) AL,9901270.00,0.00,0.00,0.00,0.00,11401270.00,10893221.00
A12.1.1.01.01.001.05 800402,Auxilio de transporte Costo medio de operacion (CMO) AL,7921016.00,0.00,0.00,0.00,0.00,6421016.00,5646486.00
A12.1.1.01.01.001.06.01 800301,Prima de servicio Costo medio de administracion (CMA)AC,0.00,0.00,0.00,0.00,0.00,0.00,0.00
A12.1.1.01.01.001.06.01 800301,Prima de servicio Costo medio de administracion (CMA)AC,87451812.00,0.00,0.00,0.00,0.00,92451812.00,84101733.00
A12.1.1.01.01.001.06.01 800302,Prima de servicio Costo medio de operacion (CMO) AC,60339000.00,0.00,0.00,0.00,0.00,56339000.00,45860295.00
A12.1.1.01.01.001.06.01 800401,Prima de servicio Costo medio de administracion (CMA) AL,140719766.00,0.00,10128376.00,0.00,0.00,155848142.00,153346100.00
A12.1.1.01.01.001.06.01 800402,Prima de servicio Costo medio de operacion (CMO) AL,22437761.00,0.00,0.00,0.00,0.00,22437761.00,19601510.00
A12.1.1.01.01.001.06.02 800302,Prima de antiguedad Costo medio de operacion (CMO) AC,29650222.00,0.00,14441247.00,0.00,0.00,44091469.00,30165162.00
A12.1.1.01.01.001.06.02 800401,Prima de antiguedad Costo medio de administracion (CMA) AL,8586981.00,0.00,0.00,0.00,0.00,8586981.00,8346226.00
A12.1.1.01.01.001.07 800301,Bonificacion por servicios prestados Costo medio de administracion (CMA)AC,12396852.00,0.00,12000000.00,0.00,0.00,29396852.00,19621095.00
A12.1.1.01.01.001.07 800302,Bonificacion por servicios prestados Costo medio de operacion (CMO) AC,2899819.00,0.00,5800000.00,0.00,0.00,8699819.00,3573131.00
A12.1.1.01.01.001.07 800401,Bonificacion por servicios prestados Costo medio de administracion (CMA) AL,10663083.00,0.00,2200000.00,0.00,0.00,12863083.00,11206599.00
A12.1.1.01.01.001.08.01 800301,Prima de navidad Costo medio de administracion (CMA)AC,94425399.00,0.00,0.00,0.00,0.00,100425399.00,88857654.00
A12.1.1.01.01.001.08.01 800302,Prima de navidad Costo medio de operacion (CMO) AC,155739816.00,0.00,11052168.00,0.00,0.00,165791984.00,163351338.00
A12.1.1.01.01.001.08.01 800401,Prima de navidad Costo medio de administracion (CMA) AL,63580941.00,0.00,0.00,0.00,0.00,63580941.00,59195929.00
A12.1.1.01.01.001.08.01 800402,Prima de navidad Costo medio de operacion (CMO) AL,24952582.00,0.00,0.00,0.00,0.00,24952582.00,21757740.00
A12.1.1.01.01.001.08.02 800301,Prima de vacaciones Costo medio de administracion (CMA)AC,53178207.00,0.00,0.00,0.00,0.00,69178207.00,63622664.00
A12.1.1.01.01.001.08.02 800302,Prima de vacaciones Costo medio de operacion (CMO) AC,82091481.00,0.00,6220687.00,0.00,0.00,92312168.00,86659064.00
A12.1.1.01.01.001.08.02 800401,Prima de vacaciones Costo medio de administracion (CMA) AL,35812956.00,0.00,20187044.00,0.00,0.00,50000000.00,41222966.00
A12.1.1.01.01.001.08.02 800402,Prima de vacaciones Costo medio de operacion (CMO) AL,14483399.00,0.00,5856563.00,0.00,0.00,20339962.00,13557412.00
A12.1.1.01.02.001 800301,Aportes a la seguridad social en pensiones Costo medio de administracion (CMA)AC,60198371.00,0.00,15000000.00,0.00,0.00,83198371.00,80490520.00
A12.1.1.01.02.001 800302,Aportes a la seguridad social en pensiones Costo medio de operacion (CMO) AC,73750679.00,0.00,12932565.44,0.00,0.00,104183244.44,103612458.00
A12.1.1.01.02.001 800401,Aportes a la seguridad social en pensiones Costo medio de administracion (CMA) AL,48073076.00,0.00,0.00,0.00,0.00,67073076.00,61277253.00
A12.1.1.01.02.001 800402,Aportes a la seguridad social en pensiones Costo medio de operacion (CMO) AL,14845283.00,0.00,0.00,0.00,0.00,16845283.00,10868317.00
A12.1.1.01.02.002 800301,Aportes a la seguridad social en salud Costo medio de administracion (CMA)AC,1466972.00,0.00,2000000.00,0.00,0.00,3466972.00,1659072.00
A12.1.1.01.02.002 800302,Aportes a la seguridad social en salud Costo medio de operacion (CMO) AC,4011105.00,0.00,0.00,0.00,0.00,4011105.00,3077575.00
A12.1.1.01.02.002 800401,Aportes a la seguridad social en salud Costo medio de administracion (CMA) AL,749853.00,0.00,1000000.00,0.00,0.00,1749853.00,749853.00
A12.1.1.01.02.003.01 800301,Cesantias Costo medio de administracion (CMA)AC,37977420.00,0.00,34246507.00,0.00,0.00,72223927.00,19143901.00
A12.1.1.01.02.003.01 800302,Cesantias Costo medio de operacion (CMO) AC,40910050.00,0.00,17185752.00,0.00,0.00,58095802.00,42727412.00
A12.1.1.01.02.003.01 800401,Cesantias Costo medio de administracion (CMA) AL,32165075.00,0.00,16953319.00,0.00,0.00,49118394.00,35582058.00
A12.1.1.01.02.003.02 800301,Intereses de Cesantias Costo medio de administracion (CMA)AC,24557290.00,0.00,0.00,0.00,0.00,24557290.00,14507657.00
A12.1.1.01.02.003.02 800302,Intereses de Cesantias Costo medio de operacion (CMO) AC,14909206.00,0.00,0.00,0.00,0.00,14909206.00,7618074.00
A12.1.1.01.02.003.02 800401,Intereses de Cesantias Costo medio de administracion (CMA) AL,13859809.00,0.00,0.00,0.00,0.00,13859809.00,11082512.00
A12.1.1.01.02.004 800301,Aportes a cajas de compensacion familiar Costo medio de administracion (CMA)AC,39997276.00,0.00,0.00,0.00,0.00,35997276.00,25525600.00
A12.1.1.01.02.004 800302,Aportes a cajas de compensacion familiar Costo medio de operacion (CMO) AC,49037371.00,0.00,0.00,0.00,0.00,38037371.00,36872200.00
A12.1.1.01.02.004 800401,Aportes a cajas de compensacion familiar Costo medio de administracion (CMA) AL,34101294.00,0.00,0.00,0.00,0.00,34101294.00,18098700.00
A12.1.1.01.02.004 800402,Aportes a cajas de compensacion familiar Costo medio de operacion (CMO) AL,8186359.00,0.00,0.00,0.00,0.00,8186359.00,3622200.00
A12.1.1.01.02.005 800301,Aportes generales al sistema de riesgos laborales Costo medio de administracion (CMA)AC,3671993.00,0.00,0.00,0.00,0.00,5671993.00,3801200.00
A12.1.1.01.02.005 800302,Aportes generales al sistema de riesgos laborales Costo medio de operacion (CMO) AC,21065403.00,0.00,0.00,0.00,0.00,21065403.00,19738900.00
A12.1.1.01.02.005 800401,Aportes generales al sistema de riesgos laborales Costo medio de administracion (CMA) AL,13772534.00,0.00,0.00,0.00,0.00,13772534.00,5126200.00
A12.1.1.01.02.005 800402,Aportes generales al sistema de riesgos laborales Costo medio de operacion (CMO) AL,3236305.00,0.00,0.00,0.00,0.00,3236305.00,1609800.00
A12.1.1.01.02.006 800301,Aportes al ICBF Costo medio de administracion (CMA)AC,1379971.00,0.00,0.00,0.00,0.00,1379971.00,0.00
A12.1.1.01.02.006 800302,Aportes al ICBF Costo medio de operacion (CMO) AC,1485899.00,0.00,0.00,0.00,0.00,1485899.00,1138600.00
A12.1.1.01.02.006 800401,Aportes al ICBF Costo medio de administracion (CMA) AL,408255.00,0.00,0.00,0.00,0.00,408255.00,42300.00
A12.1.1.01.02.007 800301,Aportes al SENA Costo medio de administracion (CMA)AC,190971.00,0.00,0.00,0.00,0.00,190971.00,190971.00
A12.1.1.01.02.007 800302,Aportes al SENA Costo medio de operacion (CMO) AC,627644.00,0.00,0.00,0.00,0.00,627644.00,568029.00
A12.1.1.01.02.007 800401,Aportes al SENA Costo medio de administracion (CMA) AL,850013.00,0.00,0.00,0.00,0.00,850013.00,28300.00
A12.1.1.01.03.001.01 800301,Vacaciones Costo medio de administracion (CMA)AC,49032709.00,0.00,2723502.00,0.00,0.00,86756211.00,75324080.00
A12.1.1.01.03.001.01 800302,Vacaciones Costo medio de operacion (CMO) AC,57363893.00,0.00,4823912.00,0.00,0.00,72187805.00,63785883.00
A12.1.1.01.03.001.01 800401,Vacaciones Costo medio de administracion (CMA) AL,35691633.00,0.00,0.00,0.00,0.00,50291633.00,46291633.00
A12.1.1.01.03.001.01 800402,Vacaciones Costo medio de operacion (CMO) AL,8915380.00,0.00,0.00,0.00,0.00,8915380.00,8209465.00
A12.1.1.01.03.001.04 800302 ,COSTO MEDIO OPERACION (CMO) AC,0.00,0.00,119070577.00,0.00,0.00,123070577.00,123047068.00
A12.1.1.02.01.001.01 800301,Sueldo basico Costo medio de administracion (CMA)AC,222278982.00,0.00,0.00,0.00,0.00,222278982.00,213622288.00
A12.1.1.02.01.001.01 800302,Sueldo basico Costo medio de operacion (CMO) AC,195711687.00,0.00,17375900.00,0.00,0.00,237087587.00,215735000.00
A12.1.1.02.01.001.01 800401,Sueldo basico Costo medio de administracion (CMA) AL,68579703.00,0.00,0.00,0.00,0.00,68579703.00,22939879.00
A12.1.1.02.01.001.01 800402,Sueldo basico Costo medio de operacion (CMO) AL,122423984.00,0.00,0.00,0.00,0.00,88423984.00,78823356.00
A12.1.1.02.01.001.02 800302,Horas extras, dominicales, festivos y recargos Costo medio de operacion (CMO) AC,10400000.00,0.00,3500000.00,0.00,0.00,13900000.00,13890000.00
A12.1.1.02.01.001.02 800401,Horas extras, dominicales, festivos y recargos Costo medio de administracion (CMA) AL,1600000.00,0.00,500000.00,0.00,0.00,2100000.00,1600000.00
A12.1.1.02.01.001.02 800402,Horas extras, dominicales, festivos y recargos Costo medio de operacion (CMO) AL,8800000.00,0.00,0.00,0.00,0.00,8800000.00,5874981.00
A12.1.1.02.01.001.05 800301,Auxilio de transporte Costo medio de administracion (CMA)AC,8694249.00,0.00,4435000.00,0.00,0.00,13129249.00,6156590.00
A12.1.1.02.01.001.05 800302,Auxilio de transporte Costo medio de operacion (CMO) AC,18079742.00,0.00,3004036.00,0.00,0.00,25583778.00,21819525.00
A12.1.1.02.01.001.05 800401,Auxilio de transporte Costo medio de administracion (CMA) AL,4842366.00,0.00,0.00,0.00,0.00,4842366.00,1642941.00
A12.1.1.02.01.001.05 800402,Auxilio de transporte Costo medio de operacion (CMO) AL,13316507.00,0.00,0.00,0.00,0.00,13316507.00,8385029.00
A12.1.1.02.01.001.06 800301,Prima de servicio Costo medio de administracion (CMA)AC,20346620.00,0.00,3500000.00,0.00,0.00,32846620.00,25033528.00
A12.1.1.02.01.001.06 800302,Prima de servicio Costo medio de operacion (CMO) AC,17255011.00,0.00,3000000.00,0.00,0.00,36255011.00,27835145.00
A12.1.1.02.01.001.06 800401,Prima de servicio Costo medio de administracion (CMA) AL,5015777.00,0.00,2454025.00,0.00,0.00,7469802.00,4723049.00
A12.1.1.02.01.001.06 800402,Prima de servicio Costo medio de operacion (CMO) AL,12448819.00,0.00,0.00,0.00,0.00,12448819.00,5266483.00
A12.1.1.02.01.001.08.01 800301,Prima de navidad Costo medio de administracion (CMA)AC,20346620.00,0.00,4275229.00,0.00,0.00,34621849.00,24956097.00
A12.1.1.02.01.001.08.01 800302,Prima de navidad Costo medio de operacion (CMO) AC,17255011.00,0.00,4678796.00,0.00,0.00,38933807.00,27835145.00
A12.1.1.02.01.001.08.01 800401,Prima de navidad Costo medio de administracion (CMA) AL,5015777.00,0.00,0.00,0.00,0.00,5015777.00,2111109.00
A12.1.1.02.01.001.08.01 800402,Prima de navidad Costo medio de operacion (CMO) AL,12448819.00,0.00,0.00,0.00,0.00,10448819.00,5266483.00
A12.1.1.02.01.001.08.02 800301,Prima de vacaciones Costo medio de administracion (CMA)AC,8673310.00,0.00,3637615.00,0.00,0.00,42310925.00,12996781.00
A12.1.1.02.01.001.08.02 800302,Prima de vacaciones Costo medio de operacion (CMO) AC,8127506.00,0.00,3639399.00,0.00,0.00,31766905.00,0.00
A12.1.1.02.01.001.08.02 800401,Prima de vacaciones Costo medio de administracion (CMA) AL,2207888.00,0.00,0.00,0.00,0.00,5207888.00,524216.00
A12.1.1.02.01.001.08.02 800402,Prima de vacaciones Costo medio de operacion (CMO) AL,5724410.00,0.00,0.00,0.00,0.00,10724410.00,1671943.00
A12.1.1.02.02.001 800301,Aportes a la seguridad social en pensiones Costo medio de administracion (CMA)AC,27784873.00,0.00,0.00,0.00,0.00,27784873.00,26314199.00
A12.1.1.02.02.001 800302,Aportes a la seguridad social en pensiones Costo medio de operacion (CMO) AC,24463961.00,0.00,0.00,0.00,0.00,29463961.00,28646242.00
A12.1.1.02.02.001 800401,Aportes a la seguridad social en pensiones Costo medio de administracion (CMA) AL,8572462.00,0.00,0.00,0.00,0.00,8572462.00,2776354.00
A12.1.1.02.02.001 800402,Aportes a la seguridad social en pensiones Costo medio de operacion (CMO) AL,15302998.00,0.00,0.00,0.00,0.00,15302998.00,10119937.00
A12.1.1.02.02.002 800301,Aportes a la seguridad social en salud Costo medio de administracion (CMA)AC,2633418.00,0.00,0.00,0.00,0.00,4633418.00,200300.00
A12.1.1.02.02.002 800302,Aportes a la seguridad social en salud Costo medio de operacion (CMO) AC,2633418.00,0.00,0.00,0.00,0.00,3633418.00,35200.00
A12.1.1.02.02.002 800401,Aportes a la seguridad social en salud Costo medio de administracion (CMA) AL,2633418.00,0.00,0.00,0.00,0.00,2633418.00,1100.00
A12.1.1.02.02.003.01 800301,Cesantias Costo medio de administracion (CMA)AC,47251015.00,0.00,0.00,0.00,0.00,47251015.00,16773081.00
A12.1.1.02.02.003.01 800302,Cesantias Costo medio de operacion (CMO) AC,40910050.00,0.00,2000000.00,0.00,0.00,72910050.00,46234611.00
A12.1.1.02.02.003.01 800401,Cesantias Costo medio de administracion (CMA) AL,32165075.00,0.00,2000000.00,0.00,0.00,38165075.00,32165075.00
A12.1.1.02.02.003.02 800301,Intereses de cesantias Costo medio de administracion (CMA)AC,2081594.00,0.00,0.00,0.00,0.00,3581594.00,1512777.00
A12.1.1.02.02.003.02 800302,Intereses de cesantias Costo medio de operacion (CMO) AC,1596897.00,0.00,0.00,0.00,0.00,3596897.00,1884633.00
A12.1.1.02.02.003.02 800401,Intereses de cesantias Costo medio de administracion (CMA) AL,6953262.00,0.00,0.00,0.00,0.00,6953262.00,626392.00
A12.1.1.02.02.003.02 800402,Intereses de cesantias Costo medio de operacion (CMO) AL,6905798.00,0.00,0.00,0.00,0.00,6905798.00,512400.00
A12.1.1.02.02.004 800301,Aportes a cajas de compensacion familiar Costo medio de administracion (CMA)AC,8048466.00,0.00,0.00,0.00,0.00,10548466.00,10355326.00
A12.1.1.02.02.004 800302,Aportes a cajas de compensacion familiar Costo medio de operacion (CMO) AC,6985774.00,0.00,0.00,0.00,0.00,8185774.00,7757774.00
A12.1.1.02.02.004 800401,Aportes a cajas de compensacion familiar Costo medio de administracion (CMA) AL,1900494.00,0.00,0.00,0.00,0.00,1900494.00,923800.00
A12.1.1.02.02.004 800402,Aportes a cajas de compensacion familiar Costo medio de operacion (CMO) AL,4896959.00,0.00,0.00,0.00,0.00,4896959.00,3405700.00
A12.1.1.02.02.005 800301,APORTES GENERALES AL SISTEMA DE RIESGOS LABORALES COSTO MEDIO DE ADMINISTRACIÓN (CMA)AC,5414716.00,0.00,0.00,0.00,0.00,5414716.00,1590500.00
A12.1.1.02.02.005 800302,APORTES GENERALES AL SISTEMA DE RIESGOS LABORALES COSTO MEDIO DE OPERACIÓN  (CMO)  AC,4767537.00,0.00,0.00,0.00,0.00,4767537.00,4544100.00
A12.1.1.02.02.005 800401,APORTES GENERALES AL SISTEMA DE RIESGOS LABORALES COSTO MEDIO DE ADMINISTRACIÓN (CMA) AL,1670602.00,0.00,0.00,0.00,0.00,1670602.00,347700.00
A12.1.1.02.02.005 800402,APORTES GENERALES AL SISTEMA DE RIESGOS LABORALES COSTO MEDIO DE ADMINISTRACIÓN (CMA) AL,2982248.00,0.00,0.00,0.00,0.00,2982248.00,1661600.00
A12.1.1.02.03.001.01 800301,Vacaciones Costo medio de administracion (CMA)AC,12142634.00,0.00,5092661.00,0.00,0.00,17235295.00,113567.00
A12.1.1.02.03.001.01 800302,Vacaciones Costo medio de operacion (CMO) AC,11378508.00,0.00,4907339.00,0.00,0.00,15285847.00,8274826.00
A12.1.1.02.03.001.01 800401,Vacaciones Costo medio de administracion (CMA) AL,3091044.00,0.00,0.00,0.00,0.00,6091044.00,733902.00
A12.1.1.02.03.001.01 800402,Vacaciones Costo medio de operacion (CMO) AL,8014173.00,0.00,0.00,0.00,0.00,8014173.00,2341017.00
A22.1.2.01.01.003.03.01 800301,Maquinas para oficina y contabilidad, y sus partes y accesorios Costo medio de administracion (CMA)AC,68400000.00,0.00,0.00,0.00,0.00,65400000.00,52371623.00
A22.1.2.01.01.003.03.01 800401,Maquinas para oficina y contabilidad, y sus partes y accesorios Costo medio de administracion (CMA) AL,25600000.00,0.00,0.00,0.00,0.00,25600000.00,17383474.00
A22.1.2.01.01.003.07.01 800301,Vehiculos automotores, remolques y semirremolques; y sus partes, piezas y accesorios Costo medio de administracion (CMA)AC,20000000.00,0.00,0.00,15000000.00,0.00,5000000.00,0.00
A22.1.2.01.01.003.07.01 8006,Vehiculos automotores, remolques y semirremolques; y sus partes, piezas y accesorios Otros ingresos,50000000.00,0.00,0.00,45000000.00,0.00,5000000.00,0.00
A22.1.2.01.01.003.07.07.01 800301,Motocicletas y sidecares (vehiculos laterales a las motocicletas) Costo medio de administracion (CMA)AC,2000000.00,0.00,0.00,0.00,0.00,2000000.00,0.00
A22.1.2.01.01.003.07.07.01 8006,Motocicletas y sidecares (vehiculos laterales a las motocicletas) Otros ingresos,18000000.00,0.00,0.00,10000000.00,0.00,4000000.00,0.00
A22.1.2.01.01.004.01.01.02 8006,Muebles del tipo utilizado en la oficina Otros ingresos,4000000.00,0.00,0.00,0.00,0.00,4000000.00,2533510.00
A22.1.2.01.01.005.02.03.01.01 800301,Paquetes de software Costo medio de operacion (CMO) AC,0.00,0.00,0.00,0.00,0.00,0.00,0.00
A22.1.2.01.01.005.02.03.01.01 800301,Paquetes de software Costo medio de operacion (CMO) AC,120408625.00,0.00,0.00,0.00,0.00,102408625.00,53800000.00
A22.1.2.01.01.005.02.03.01.01 800401,Paquetes de software Costo medio de operacion (CMO) AL,80274416.00,0.00,0.00,0.00,0.00,63274416.00,41920000.00
A22.1.2.01.01.005.02.03.01.01 800401,Paquetes de software Costo medio de operacion (CMO) AL,0.00,0.00,0.00,0.00,0.00,0.00,0.00
A22.1.2.01.03.001 800303,Tierras y terrenos Costo medio de inversion (CMI) AC,20000000.00,0.00,0.00,0.00,0.00,20000000.00,20000000.00
A22.1.2.01.03.001 8006,Tierras y terrenos Otros ingresos,30000000.00,0.00,200000000.00,0.00,0.00,230000000.00,64369262.00
A12.1.2.02.01.002.01 800301,Dotacion de personal Costo medio de administracion (CMA)AC,23400000.00,0.00,0.00,0.00,0.00,23400000.00,21903132.00
A12.1.2.02.01.002.01 800302,Dotacion de personal Costo medio de operacion (CMO) AC,15600000.00,0.00,0.00,0.00,0.00,15600000.00,15000000.00
A12.1.2.02.01.002.01 800401,Dotacion de personal Costo medio de administracion (CMA) AL,15600000.00,0.00,0.00,0.00,0.00,15600000.00,12600494.00
A12.1.2.02.01.002.01 800402,Dotacion de personal Costo medio de operacion (CMO) AL,10400000.00,0.00,0.00,0.00,0.00,10400000.00,10398068.00
A22.1.2.02.01.003.01 800301,Materiales y Suministros (cafeteria y papeleria) Costo medio de administracion (CMA)AC,8407588.00,0.00,0.00,0.00,0.00,8407588.00,6261893.00
A22.1.2.02.01.003.01 800302,Materiales y Suministros (cafeteria y papeleria) Costo medio de operacion (CMO) AC,12271726.00,0.00,0.00,0.00,0.00,12271726.00,11930132.00
A22.1.2.02.01.003.01 800401,Materiales y Suministros (cafeteria y papeleria) Costo medio de administracion (CMA) AL,12271726.00,0.00,0.00,0.00,0.00,12271726.00,5252849.00
A22.1.2.02.01.003.01 800402,Materiales y Suministros (cafeteria y papeleria) Costo medio de operacion (CMO) AL,8181150.00,0.00,0.00,0.00,0.00,8181150.00,6894259.00
A22.1.2.02.01.003.01 8006,Materiales y Suministros (cafeteria y papeleria) Otros ingresos,10000000.00,0.00,0.00,0.00,0.00,10000000.00,10000000.00
A22.1.2.02.02.006.01 800302,Restaurante y cafeteria ,gastos protocolarios Costo medio de operacion (CMO) AC,9000000.00,0.00,0.00,0.00,0.00,9000000.00,5352231.00
A22.1.2.02.02.006.01 800402,Restaurante y cafeteria ,gastos protocolarios Costo medio de operacion (CMO) AL,6000000.00,0.00,0.00,0.00,0.00,6000000.00,2000000.00
A22.1.2.02.02.006.02 800302,Comunicaciones y Transporte Costo medio de operacion (CMO) AC,40944400.00,0.00,0.00,0.00,0.00,18944400.00,8563210.00
A22.1.2.02.02.006.03 800302,Servicios publicos Costo medio de operacion (CMO) AC,35850000.00,0.00,0.00,0.00,0.00,36850000.00,36041544.50
A22.1.2.02.02.006.03 800402,Servicios publicos Costo medio de operacion (CMO) AL,23900000.00,0.00,0.00,0.00,0.00,24900000.00,23365571.76
A22.1.2.02.02.007.01 800301,Comisiones, Intereses y demas Gastos Bancarios y Fiduciarios Costo medio de administracion (CMA)AC,40800000.00,0.00,0.00,0.00,0.00,43800000.00,43527056.71
A22.1.2.02.02.007.01 800401,Comisiones, Intereses y demas Gastos Bancarios y Fiduciarios Costo medio de administracion (CMA) AL,27200000.00,0.00,0.00,0.00,0.00,29200000.00,28882107.78
A22.1.2.02.02.007.02 800301,Seguros Costo medio de administracion (CMA)AC,42346049.00,0.00,0.00,0.00,0.00,42346049.00,41628894.00
A22.1.2.02.02.007.02 800401,Seguros Costo medio de administracion (CMA) AL,30321275.00,0.00,0.00,0.00,0.00,30321275.00,28009866.00
A22.1.2.02.02.007.02 8006,Seguros Otros ingresos,78939050.00,0.00,0.00,0.00,0.00,66939050.00,59587512.00
A22.1.2.02.02.007.03 800301,Arrendamientos Costo medio de administracion (CMA)AC,29381517.00,0.00,0.00,0.00,0.00,29381517.00,29381517.00
A22.1.2.02.02.007.03 800401,Arrendamientos Costo medio de administracion (CMA) AL,39587678.00,0.00,0.00,0.00,0.00,39587678.00,39547215.00
A22.1.2.02.02.007.03 8006,Arrendamientos Arrendamientos Otros ingresos,30000000.00,0.00,8360000.00,0.00,0.00,38360000.00,36897560.00
A22.1.2.02.02.008.01 800301,Honorarios Costo medio de administracion (CMA)AC,58479200.00,0.00,0.00,0.00,0.00,58479200.00,46401617.71
A22.1.2.02.02.008.01 800302,Honorarios Costo medio de operacion (CMO) AC,214652826.00,0.00,0.00,80000000.00,0.00,36552826.00,28514564.00
A22.1.2.02.02.008.01 800401,Honorarios Costo medio de administracion (CMA) AL,37826400.00,0.00,0.00,0.00,0.00,37826400.00,25531078.00
A22.1.2.02.02.008.01 800402,Honorarios Costo medio de operacion (CMO) AL,103476732.00,0.00,0.00,60000000.00,0.00,33476732.00,12432940.00
A22.1.2.02.02.008.01 8006,Honorarios Otros ingresos,48394846.00,0.00,0.00,20000000.00,0.00,20394846.00,2550000.00
A22.1.2.02.02.008.02 800301,Gastos judiciales Costo medio de administracion (CMA)AC,7200000.00,0.00,0.00,0.00,0.00,7200000.00,0.00
A22.1.2.02.02.008.02 800401,Gastos judiciales Costo medio de administracion (CMA) AL,4800000.00,0.00,0.00,0.00,0.00,4800000.00,0.00
A22.1.2.02.02.008.03 800301,Impresos y Publicaciones Costo medio de administracion (CMA)AC,8000000.00,0.00,0.00,0.00,0.00,8000000.00,1159000.00
A22.1.2.02.02.008.03 800401,Impresos y Publicaciones Costo medio de administracion (CMA) AL,2000000.00,0.00,0.00,0.00,0.00,2000000.00,1048000.00
A22.1.2.02.02.008.04 800301,Vigilancia Costo medio de administracion (CMA)AC,40000000.00,0.00,0.00,20000000.00,0.00,20000000.00,0.00
A22.1.2.02.02.008.04 800302,Vigilancia Costo medio de operacion (CMO) AC,90000000.00,0.00,0.00,0.00,0.00,90000000.00,90000000.00
A22.1.2.02.02.008.04 800401,Vigilancia Costo medio de administracion (CMA) AL,33725661.00,0.00,0.00,0.00,0.00,33725661.00,20176429.00
A22.1.2.02.02.008.04 8006,Vigilancia Vigilancia Otros ingresos,104902643.00,0.00,0.00,0.00,0.00,104902643.00,88488598.25
A22.1.2.02.02.008.05.01 800302,Mantenimiento software Costo medio de operacion (CMO) AC,17400000.00,0.00,0.00,0.00,0.00,17400000.00,10732000.00
A22.1.2.02.02.008.05.01 800401,Mantenimiento software Costo medio de administracion (CMA) AL,6960000.00,0.00,0.00,0.00,0.00,6960000.00,2000000.00
A22.1.2.02.02.008.05.01 800402,Mantenimiento software Costo medio de operacion (CMO) AL,4640000.00,0.00,0.00,0.00,0.00,4640000.00,2000000.00
A22.1.2.02.02.008.05.02 800302,Mantenimiento Hadwre Costo medio de operacion (CMO) AC,17880000.00,0.00,0.00,0.00,0.00,17880000.00,17763329.00
A22.1.2.02.02.008.05.02 800401,Mantenimiento Hadwre Costo medio de administracion (CMA) AL,7152000.00,0.00,0.00,0.00,0.00,7152000.00,6943123.00
A22.1.2.02.02.008.05.02 800402,Mantenimiento Hadwre Costo medio de operacion (CMO) AL,4768000.00,0.00,0.00,0.00,0.00,4768000.00,3933340.00
