S,233915238,10112,2021,
A12.1.1.01.01.001.02.02 800401,Permanencias Costo medio de administracion (CMA) AL,ND,842152.00,0.00,0.00,0.00,0.00,0.00,0.00,207962.00,207962.00,207962.00
A12.1.1.01.01.001.02.02 800402,Permanencias Costo medio de operacion (CMO) AL,ND,1052610.00,0.00,0.00,0.00,0.00,0.00,0.00,930231.00,930231.00,930231.00
A12.1.1.01.01.001.04 800301,Subsidio de alimentacion Costo medio de administracion (CMA)AC,ND,32404194.00,0.00,8000000.00,0.00,0.00,0.00,0.00,23311319.00,23311319.00,23311319.00
A12.1.1.01.01.001.04 800302,Subsidio de alimentacion Costo medio de operacion (CMO) AC,ND,67508738.00,0.00,6000000.00,0.00,0.00,0.00,0.00,59675158.00,59675158.00,59675158.00
A12.1.1.01.01.001.04 800401,Subsidio de alimentacion Costo medio de administracion (CMA) AL,ND,13501748.00,2000000.00,0.00,0.00,0.00,0.00,0.00,14854437.00,14854437.00,14854437.00
A12.1.1.01.01.001.04 800402,Subsidio de alimentacion Costo medio de operacion (CMO) AL,ND,10801398.00,0.00,2000000.00,0.00,0.00,0.00,0.00,7699776.00,7699776.00,7699776.00
A12.1.1.01.01.001.05 800301,Auxilio de transporte Costo medio de administracion (CMA)AC,ND,23763048.00,0.00,5000000.00,0.00,0.00,0.00,0.00,17094920.00,17094920.00,17094920.00
A12.1.1.01.01.001.05 800302,Auxilio de transporte Costo medio de operacion (CMO) AC,ND,49506350.00,0.00,0.00,0.00,0.00,0.00,0.00,43761658.00,43761658.00,43761658.00
A12.1.1.01.01.001.05 800401,Auxilio de transporte Costo medio de administracion (CMA) AL,ND,9901270.00,1500000.00,0.00,0.00,0.00,0.00,0.00,10893221.00,10893221.00,10893221.00
A12.1.1.01.01.001.05 800402,Auxilio de transporte Costo medio de operacion (CMO) AL,ND,7921016.00,0.00,1500000.00,0.00,0.00,0.00,0.00,5646486.00,5646486.00,5646486.00
A12.1.1.01.01.001.06.01 800301,Prima de servicio Costo medio de administracion (CMA)AC,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
A12.1.1.01.01.001.06.01 800301,Prima de servicio Costo medio de administracion (CMA)AC,ND,87451812.00,5000000.00,0.00,0.00,0.00,0.00,0.00,84101733.00,84101733.00,84101733.00
A12.1.1.01.01.001.06.01 800302,Prima de servicio Costo medio de operacion (CMO) AC,ND,60339000.00,0.00,4000000.00,0.00,0.00,0.00,0.00,45860295.00,45860295.00,45860295.00
A12.1.1.01.01.001.06.01 800401,Prima de servicio Costo medio de administracion (CMA) AL,ND,140719766.00,5000000.00,0.00,0.00,0.00,0.00,10128376.00,153346100.00,153346100.00,153346100.00
A12.1.1.01.01.001.06.01 800402,Prima de servicio Costo medio de operacion (CMO) AL,ND,22437761.00,0.00,0.00,0.00,0.00,0.00,0.00,19601510.00,19601510.00,19601510.00
A12.1.1.01.01.001.06.02 800302,Prima de antiguedad Costo medio de operacion (CMO) AC,ND,29650222.00,0.00,0.00,0.00,0.00,0.00,14441247.00,30165162.00,30165162.00,30165162.00
A12.1.1.01.01.001.06.02 800401,Prima de antiguedad Costo medio de administracion (CMA) AL,ND,8586981.00,0.00,0.00,0.00,0.00,0.00,0.00,8346226.00,8346226.00,8346226.00
A12.1.1.01.01.001.07 800301,Bonificacion por servicios prestados Costo medio de administracion (CMA)AC,ND,12396852.00,5000000.00,0.00,0.00,0.00,0.00,12000000.00,21446317.00,21446317.00,19621095.00
A12.1.1.01.01.001.07 800302,Bonificacion por servicios prestados Costo medio de operacion (CMO) AC,ND,2899819.00,0.00,0.00,0.00,0.00,0.00,5800000.00,4949171.00,4949171.00,3573131.00
A12.1.1.01.01.001.07 800401,Bonificacion por servicios prestados Costo medio de administracion (CMA) AL,ND,10663083.00,0.00,0.00,0.00,0.00,0.00,2200000.00,11206599.00,11206599.00,11206599.00
A12.1.1.01.01.001.08.01 800301,Prima de navidad Costo medio de administracion (CMA)AC,ND,94425399.00,6000000.00,0.00,0.00,0.00,0.00,0.00,88857654.00,88857654.00,88857654.00
A12.1.1.01.01.001.08.01 800302,Prima de navidad Costo medio de operacion (CMO) AC,ND,155739816.00,0.00,1000000.00,0.00,0.00,0.00,11052168.00,163351338.00,163351338.00,163351338.00
A12.1.1.01.01.001.08.01 800401,Prima de navidad Costo medio de administracion (CMA) AL,ND,63580941.00,0.00,0.00,0.00,0.00,0.00,0.00,59195929.00,59195929.00,59195929.00
A12.1.1.01.01.001.08.01 800402,Prima de navidad Costo medio de operacion (CMO) AL,ND,24952582.00,0.00,0.00,0.00,0.00,0.00,0.00,21757740.00,21757740.00,21757740.00
A12.1.1.01.01.001.08.02 800301,Prima de vacaciones Costo medio de administracion (CMA)AC,ND,53178207.00,16000000.00,0.00,0.00,0.00,0.00,0.00,66472294.00,66472294.00,63622664.00
A12.1.1.01.01.001.08.02 800302,Prima de vacaciones Costo medio de operacion (CMO) AC,ND,82091481.00,4000000.00,0.00,0.00,0.00,0.00,6220687.00,88769538.00,88769538.00,86659064.00
A12.1.1.01.01.001.08.02 800401,Prima de vacaciones Costo medio de administracion (CMA) AL,ND,35812956.00,0.00,6000000.00,0.00,0.00,0.00,20187044.00,41222966.00,41222966.00,41222966.00
A12.1.1.01.01.001.08.02 800402,Prima de vacaciones Costo medio de operacion (CMO) AL,ND,14483399.00,0.00,0.00,0.00,0.00,0.00,5856563.00,13557412.00,13557412.00,13557412.00
A12.1.1.01.02.001 800301,Aportes a la seguridad social en pensiones Costo medio de administracion (CMA)AC,ND,60198371.00,8000000.00,0.00,0.00,0.00,0.00,15000000.00,80490520.00,80490520.00,80490520.00
A12.1.1.01.02.001 800302,Aportes a la seguridad social en pensiones Costo medio de operacion (CMO) AC,ND,73750679.00,17500000.00,0.00,0.00,0.00,0.00,12932565.44,103612458.00,103612458.00,103612458.00
A12.1.1.01.02.001 800401,Aportes a la seguridad social en pensiones Costo medio de administracion (CMA) AL,ND,48073076.00,19000000.00,0.00,0.00,0.00,0.00,0.00,61277253.00,61277253.00,61277253.00
A12.1.1.01.02.001 800402,Aportes a la seguridad social en pensiones Costo medio de operacion (CMO) AL,ND,14845283.00,2000000.00,0.00,0.00,0.00,0.00,0.00,10868317.00,10868317.00,10868317.00
A12.1.1.01.02.002 800301,Aportes a la seguridad social en salud Costo medio de administracion (CMA)AC,ND,1466972.00,0.00,0.00,0.00,0.00,0.00,2000000.00,1659072.00,1659072.00,1659072.00
A12.1.1.01.02.002 800302,Aportes a la seguridad social en salud Costo medio de operacion (CMO) AC,ND,4011105.00,0.00,0.00,0.00,0.00,0.00,0.00,3077575.00,3077575.00,3077575.00
A12.1.1.01.02.002 800401,Aportes a la seguridad social en salud Costo medio de administracion (CMA) AL,ND,749853.00,0.00,0.00,0.00,0.00,0.00,1000000.00,749853.00,749853.00,749853.00
A12.1.1.01.02.003.01 800301,Cesantias Costo medio de administracion (CMA)AC,ND,37977420.00,0.00,0.00,0.00,0.00,0.00,34246507.00,19143901.00,19143901.00,19143901.00
A12.1.1.01.02.003.01 800302,Cesantias Costo medio de operacion (CMO) AC,ND,40910050.00,0.00,0.00,0.00,0.00,0.00,17185752.00,42727412.00,42727412.00,42727412.00
A12.1.1.01.02.003.01 800401,Cesantias Costo medio de administracion (CMA) AL,ND,32165075.00,0.00,0.00,0.00,0.00,0.00,16953319.00,35582058.00,35582058.00,35582058.00
A12.1.1.01.02.003.02 800301,Intereses de Cesantias Costo medio de administracion (CMA)AC,ND,24557290.00,0.00,0.00,0.00,0.00,0.00,0.00,15186843.00,15186843.00,14507657.00
A12.1.1.01.02.003.02 800302,Intereses de Cesantias Costo medio de operacion (CMO) AC,ND,14909206.00,0.00,0.00,0.00,0.00,0.00,0.00,8097322.00,8097322.00,7618074.00
A12.1.1.01.02.003.02 800401,Intereses de Cesantias Costo medio de administracion (CMA) AL,ND,13859809.00,0.00,0.00,0.00,0.00,0.00,0.00,11082512.00,11082512.00,11082512.00
A12.1.1.01.02.004 800301,Aportes a cajas de compensacion familiar Costo medio de administracion (CMA)AC,ND,39997276.00,0.00,4000000.00,0.00,0.00,0.00,0.00,25692900.00,25692900.00,25525600.00
A12.1.1.01.02.004 800302,Aportes a cajas de compensacion familiar Costo medio de operacion (CMO) AC,ND,49037371.00,0.00,11000000.00,0.00,0.00,0.00,0.00,37196800.00,37196800.00,36872200.00
A12.1.1.01.02.004 800401,Aportes a cajas de compensacion familiar Costo medio de administracion (CMA) AL,ND,34101294.00,0.00,0.00,0.00,0.00,0.00,0.00,18267800.00,18267800.00,18098700.00
A12.1.1.01.02.004 800402,Aportes a cajas de compensacion familiar Costo medio de operacion (CMO) AL,ND,8186359.00,0.00,0.00,0.00,0.00,0.00,0.00,3622200.00,3622200.00,3622200.00
A12.1.1.01.02.005 800301,Aportes generales al sistema de riesgos laborales Costo medio de administracion (CMA)AC,ND,3671993.00,2000000.00,0.00,0.00,0.00,0.00,0.00,3801200.00,3801200.00,3801200.00
A12.1.1.01.02.005 800302,Aportes generales al sistema de riesgos laborales Costo medio de operacion (CMO) AC,ND,21065403.00,0.00,0.00,0.00,0.00,0.00,0.00,19738900.00,19738900.00,19738900.00
A12.1.1.01.02.005 800401,Aportes generales al sistema de riesgos laborales Costo medio de administracion (CMA) AL,ND,13772534.00,0.00,0.00,0.00,0.00,0.00,0.00,5126200.00,5126200.00,5126200.00
A12.1.1.01.02.005 800402,Aportes generales al sistema de riesgos laborales Costo medio de operacion (CMO) AL,ND,3236305.00,0.00,0.00,0.00,0.00,0.00,0.00,1609800.00,1609800.00,1609800.00
A12.1.1.01.02.006 800301,Aportes al ICBF Costo medio de administracion (CMA)AC,ND,1379971.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
A12.1.1.01.02.006 800302,Aportes al ICBF Costo medio de operacion (CMO) AC,ND,1485899.00,0.00,0.00,0.00,0.00,0.00,0.00,1138600.00,1138600.00,1138600.00
A12.1.1.01.02.006 800401,Aportes al ICBF Costo medio de administracion (CMA) AL,ND,408255.00,0.00,0.00,0.00,0.00,0.00,0.00,42300.00,42300.00,42300.00
A12.1.1.01.02.007 800301,Aportes al SENA Costo medio de administracion (CMA)AC,ND,190971.00,0.00,0.00,0.00,0.00,0.00,0.00,190971.00,190971.00,190971.00
A12.1.1.01.02.007 800302,Aportes al SENA Costo medio de operacion (CMO) AC,ND,627644.00,0.00,0.00,0.00,0.00,0.00,0.00,568029.00,568029.00,568029.00
A12.1.1.01.02.007 800401,Aportes al SENA Costo medio de administracion (CMA) AL,ND,850013.00,0.00,0.00,0.00,0.00,0.00,0.00,28300.00,28300.00,28300.00
A12.1.1.01.03.001.01 800301,Vacaciones Costo medio de administracion (CMA)AC,ND,49032709.00,35000000.00,0.00,0.00,0.00,0.00,2723502.00,79315012.00,79315012.00,75324080.00
A12.1.1.01.03.001.01 800302,Vacaciones Costo medio de operacion (CMO) AC,ND,57363893.00,10000000.00,0.00,0.00,0.00,0.00,4823912.00,66740546.00,66740546.00,63785883.00
A12.1.1.01.03.001.01 800401,Vacaciones Costo medio de administracion (CMA) AL,ND,35691633.00,14600000.00,0.00,0.00,0.00,0.00,0.00,46291633.00,46291633.00,46291633.00
A12.1.1.01.03.001.01 800402,Vacaciones Costo medio de operacion (CMO) AL,ND,8915380.00,0.00,0.00,0.00,0.00,0.00,0.00,8209465.00,8209465.00,8209465.00
A12.1.1.01.03.001.04 800302 ,COSTO MEDIO OPERACION (CMO) AC,ND,0.00,4000000.00,0.00,0.00,0.00,0.00,119070577.00,123047068.00,123047068.00,123047068.00
A12.1.1.02.01.001.01 800301,Sueldo basico Costo medio de administracion (CMA)AC,ND,222278982.00,0.00,0.00,0.00,0.00,0.00,0.00,213622288.00,213622288.00,213622288.00
A12.1.1.02.01.001.01 800302,Sueldo basico Costo medio de operacion (CMO) AC,ND,195711687.00,24000000.00,0.00,0.00,0.00,0.00,17375900.00,215735000.00,215735000.00,215735000.00
A12.1.1.02.01.001.01 800401,Sueldo basico Costo medio de administracion (CMA) AL,ND,68579703.00,0.00,0.00,0.00,0.00,0.00,0.00,22939879.00,22939879.00,22939879.00
A12.1.1.02.01.001.01 800402,Sueldo basico Costo medio de operacion (CMO) AL,ND,122423984.00,0.00,34000000.00,0.00,0.00,0.00,0.00,78823356.00,78823356.00,78823356.00
A12.1.1.02.01.001.02 800302,Horas extras  dominicales  festivos y recargos Costo medio de operacion (CMO) AC,ND,10400000.00,0.00,0.00,0.00,0.00,0.00,3500000.00,13890000.00,13890000.00,13890000.00
A12.1.1.02.01.001.02 800401,Horas extras  dominicales  festivos y recargos Costo medio de administracion (CMA) AL,ND,1600000.00,0.00,0.00,0.00,0.00,0.00,500000.00,1600000.00,1600000.00,1600000.00
A12.1.1.02.01.001.02 800402,Horas extras  dominicales  festivos y recargos Costo medio de operacion (CMO) AL,ND,8800000.00,0.00,0.00,0.00,0.00,0.00,0.00,5874981.00,5874981.00,5874981.00
A12.1.1.02.01.001.05 800301,Auxilio de transporte Costo medio de administracion (CMA)AC,ND,8694249.00,0.00,0.00,0.00,0.00,0.00,4435000.00,6156590.00,6156590.00,6156590.00
A12.1.1.02.01.001.05 800302,Auxilio de transporte Costo medio de operacion (CMO) AC,ND,18079742.00,4500000.00,0.00,0.00,0.00,0.00,3004036.00,21819525.00,21819525.00,21819525.00
A12.1.1.02.01.001.05 800401,Auxilio de transporte Costo medio de administracion (CMA) AL,ND,4842366.00,0.00,0.00,0.00,0.00,0.00,0.00,1642941.00,1642941.00,1642941.00
A12.1.1.02.01.001.05 800402,Auxilio de transporte Costo medio de operacion (CMO) AL,ND,13316507.00,0.00,0.00,0.00,0.00,0.00,0.00,8385029.00,8385029.00,8385029.00
A12.1.1.02.01.001.06 800301,Prima de servicio Costo medio de administracion (CMA)AC,ND,20346620.00,9000000.00,0.00,0.00,0.00,0.00,3500000.00,25273511.00,25273511.00,25033528.00
A12.1.1.02.01.001.06 800302,Prima de servicio Costo medio de operacion (CMO) AC,ND,17255011.00,17000000.00,1000000.00,0.00,0.00,0.00,3000000.00,28933203.00,28933203.00,27835145.00
A12.1.1.02.01.001.06 800401,Prima de servicio Costo medio de administracion (CMA) AL,ND,5015777.00,0.00,0.00,0.00,0.00,0.00,2454025.00,4723049.00,4723049.00,4723049.00
A12.1.1.02.01.001.06 800402,Prima de servicio Costo medio de operacion (CMO) AL,ND,12448819.00,0.00,0.00,0.00,0.00,0.00,0.00,5266483.00,5266483.00,5266483.00
A12.1.1.02.01.001.08.01 800301,Prima de navidad Costo medio de administracion (CMA)AC,ND,20346620.00,10000000.00,0.00,0.00,0.00,0.00,4275229.00,25196080.00,25196080.00,24956097.00
A12.1.1.02.01.001.08.01 800302,Prima de navidad Costo medio de operacion (CMO) AC,ND,17255011.00,18000000.00,1000000.00,0.00,0.00,0.00,4678796.00,28933203.00,28933203.00,27835145.00
A12.1.1.02.01.001.08.01 800401,Prima de navidad Costo medio de administracion (CMA) AL,ND,5015777.00,0.00,0.00,0.00,0.00,0.00,0.00,2111109.00,2111109.00,2111109.00
A12.1.1.02.01.001.08.01 800402,Prima de navidad Costo medio de operacion (CMO) AL,ND,12448819.00,0.00,2000000.00,0.00,0.00,0.00,0.00,5266483.00,5266483.00,5266483.00
A12.1.1.02.01.001.08.02 800301,Prima de vacaciones Costo medio de administracion (CMA)AC,ND,8673310.00,30000000.00,0.00,0.00,0.00,0.00,3637615.00,18738506.00,18738506.00,12996781.00
A12.1.1.02.01.001.08.02 800302,Prima de vacaciones Costo medio de operacion (CMO) AC,ND,8127506.00,20000000.00,0.00,0.00,0.00,0.00,3639399.00,0.00,0.00,0.00
A12.1.1.02.01.001.08.02 800401,Prima de vacaciones Costo medio de administracion (CMA) AL,ND,2207888.00,3000000.00,0.00,0.00,0.00,0.00,0.00,524216.00,524216.00,524216.00
A12.1.1.02.01.001.08.02 800402,Prima de vacaciones Costo medio de operacion (CMO) AL,ND,5724410.00,5000000.00,0.00,0.00,0.00,0.00,0.00,1754452.00,1754452.00,1671943.00
A12.1.1.02.02.001 800301,Aportes a la seguridad social en pensiones Costo medio de administracion (CMA)AC,ND,27784873.00,0.00,0.00,0.00,0.00,0.00,0.00,26314199.00,26314199.00,26314199.00
A12.1.1.02.02.001 800302,Aportes a la seguridad social en pensiones Costo medio de operacion (CMO) AC,ND,24463961.00,5000000.00,0.00,0.00,0.00,0.00,0.00,28646242.00,28646242.00,28646242.00
A12.1.1.02.02.001 800401,Aportes a la seguridad social en pensiones Costo medio de administracion (CMA) AL,ND,8572462.00,0.00,0.00,0.00,0.00,0.00,0.00,2776354.00,2776354.00,2776354.00
A12.1.1.02.02.001 800402,Aportes a la seguridad social en pensiones Costo medio de operacion (CMO) AL,ND,15302998.00,0.00,0.00,0.00,0.00,0.00,0.00,10119937.00,10119937.00,10119937.00
A12.1.1.02.02.002 800301,Aportes a la seguridad social en salud Costo medio de administracion (CMA)AC,ND,2633418.00,2000000.00,0.00,0.00,0.00,0.00,0.00,200300.00,200300.00,200300.00
A12.1.1.02.02.002 800302,Aportes a la seguridad social en salud Costo medio de operacion (CMO) AC,ND,2633418.00,1000000.00,0.00,0.00,0.00,0.00,0.00,35200.00,35200.00,35200.00
A12.1.1.02.02.002 800401,Aportes a la seguridad social en salud Costo medio de administracion (CMA) AL,ND,2633418.00,0.00,0.00,0.00,0.00,0.00,0.00,1100.00,1100.00,1100.00
A12.1.1.02.02.003.01 800301,Cesantias Costo medio de administracion (CMA)AC,ND,47251015.00,0.00,0.00,0.00,0.00,0.00,0.00,25231622.00,25231622.00,16773081.00
A12.1.1.02.02.003.01 800302,Cesantias Costo medio de operacion (CMO) AC,ND,40910050.00,30000000.00,0.00,0.00,0.00,0.00,2000000.00,50303069.00,50303069.00,46234611.00
A12.1.1.02.02.003.01 800401,Cesantias Costo medio de administracion (CMA) AL,ND,32165075.00,4000000.00,0.00,0.00,0.00,0.00,2000000.00,32165075.00,32165075.00,32165075.00
A12.1.1.02.02.003.02 800301,Intereses de cesantias Costo medio de administracion (CMA)AC,ND,2081594.00,1500000.00,0.00,0.00,0.00,0.00,0.00,2137860.00,2137860.00,1512777.00
A12.1.1.02.02.003.02 800302,Intereses de cesantias Costo medio de operacion (CMO) AC,ND,1596897.00,2000000.00,0.00,0.00,0.00,0.00,0.00,2224754.00,2224754.00,1884633.00
A12.1.1.02.02.003.02 800401,Intereses de cesantias Costo medio de administracion (CMA) AL,ND,6953262.00,0.00,0.00,0.00,0.00,0.00,0.00,626392.00,626392.00,626392.00
A12.1.1.02.02.003.02 800402,Intereses de cesantias Costo medio de operacion (CMO) AL,ND,6905798.00,0.00,0.00,0.00,0.00,0.00,0.00,512400.00,512400.00,512400.00
A12.1.1.02.02.004 800301,Aportes a cajas de compensacion familiar Costo medio de administracion (CMA)AC,ND,8048466.00,2500000.00,0.00,0.00,0.00,0.00,0.00,10355326.00,10355326.00,10355326.00
A12.1.1.02.02.004 800302,Aportes a cajas de compensacion familiar Costo medio de operacion (CMO) AC,ND,6985774.00,1200000.00,0.00,0.00,0.00,0.00,0.00,7757774.00,7757774.00,7757774.00
A12.1.1.02.02.004 800401,Aportes a cajas de compensacion familiar Costo medio de administracion (CMA) AL,ND,1900494.00,0.00,0.00,0.00,0.00,0.00,0.00,923800.00,923800.00,923800.00
A12.1.1.02.02.004 800402,Aportes a cajas de compensacion familiar Costo medio de operacion (CMO) AL,ND,4896959.00,0.00,0.00,0.00,0.00,0.00,0.00,3405700.00,3405700.00,3405700.00
A12.1.1.02.02.005 800301,APORTES GENERALES AL SISTEMA DE RIESGOS LABORALES COSTO MEDIO DE ADMINISTRACIÓN (CMA)AC,ND,5414716.00,0.00,0.00,0.00,0.00,0.00,0.00,1590500.00,1590500.00,1590500.00
A12.1.1.02.02.005 800302,APORTES GENERALES AL SISTEMA DE RIESGOS LABORALES COSTO MEDIO DE OPERACIÓN  (CMO)  AC,ND,4767537.00,0.00,0.00,0.00,0.00,0.00,0.00,4544100.00,4544100.00,4544100.00
A12.1.1.02.02.005 800401,APORTES GENERALES AL SISTEMA DE RIESGOS LABORALES COSTO MEDIO DE ADMINISTRACIÓN (CMA) AL,ND,1670602.00,0.00,0.00,0.00,0.00,0.00,0.00,347700.00,347700.00,347700.00
A12.1.1.02.02.005 800402,APORTES GENERALES AL SISTEMA DE RIESGOS LABORALES COSTO MEDIO DE ADMINISTRACIÓN (CMA) AL,ND,2982248.00,0.00,0.00,0.00,0.00,0.00,0.00,1661600.00,1661600.00,1661600.00
A12.1.1.02.03.001.01 800301,Vacaciones Costo medio de administracion (CMA)AC,ND,12142634.00,0.00,0.00,0.00,0.00,0.00,5092661.00,5811319.00,5811319.00,113567.00
A12.1.1.02.03.001.01 800302,Vacaciones Costo medio de operacion (CMO) AC,ND,11378508.00,0.00,1000000.00,0.00,0.00,0.00,4907339.00,10613625.00,10613625.00,8274826.00
A12.1.1.02.03.001.01 800401,Vacaciones Costo medio de administracion (CMA) AL,ND,3091044.00,3000000.00,0.00,0.00,0.00,0.00,0.00,733902.00,733902.00,733902.00
A12.1.1.02.03.001.01 800402,Vacaciones Costo medio de operacion (CMO) AL,ND,8014173.00,0.00,0.00,0.00,0.00,0.00,0.00,2456380.00,2456380.00,2341017.00
A22.1.2.01.01.003.03.01 800301,Maquinas para oficina y contabilidad  y sus partes y accesorios Costo medio de administracion (CMA)AC,ND,68400000.00,0.00,3000000.00,0.00,0.00,0.00,0.00,52371623.00,52371623.00,52371623.00
A22.1.2.01.01.003.03.01 800401,Maquinas para oficina y contabilidad  y sus partes y accesorios Costo medio de administracion (CMA) AL,ND,25600000.00,0.00,0.00,0.00,0.00,0.00,0.00,19763432.00,19763432.00,17383474.00
A22.1.2.01.01.003.07.01 800301,Vehiculos automotores  remolques y semirremolques; y sus partes  piezas y accesorios Costo medio de administracion (CMA)AC,ND,20000000.00,0.00,0.00,0.00,0.00,15000000.00,0.00,0.00,0.00,0.00
A22.1.2.01.01.003.07.01 8006,Vehiculos automotores  remolques y semirremolques; y sus partes  piezas y accesorios Otros ingresos,ND,50000000.00,0.00,0.00,0.00,0.00,45000000.00,0.00,0.00,0.00,0.00
A22.1.2.01.01.003.07.07.01 800301,Motocicletas y sidecares (vehiculos laterales a las motocicletas) Costo medio de administracion (CMA)AC,ND,2000000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
A22.1.2.01.01.003.07.07.01 8006,Motocicletas y sidecares (vehiculos laterales a las motocicletas) Otros ingresos,ND,18000000.00,0.00,4000000.00,0.00,0.00,10000000.00,0.00,0.00,0.00,0.00
A22.1.2.01.01.004.01.01.02 8006,Muebles del tipo utilizado en la oficina Otros ingresos,ND,4000000.00,0.00,0.00,0.00,0.00,0.00,0.00,2533510.00,2533510.00,2533510.00
A22.1.2.01.01.005.02.03.01.01 800301,Paquetes de software Costo medio de operacion (CMO) AC,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
A22.1.2.01.01.005.02.03.01.01 800301,Paquetes de software Costo medio de operacion (CMO) AC,ND,120408625.00,0.00,18000000.00,0.00,0.00,0.00,0.00,91465000.00,91465000.00,53800000.00
A22.1.2.01.01.005.02.03.01.01 800401,Paquetes de software Costo medio de operacion (CMO) AL,ND,80274416.00,0.00,17000000.00,0.00,0.00,0.00,0.00,62365000.00,62365000.00,41920000.00
A22.1.2.01.01.005.02.03.01.01 800401,Paquetes de software Costo medio de operacion (CMO) AL,ND,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
A22.1.2.01.03.001 800303,Tierras y terrenos Costo medio de inversion (CMI) AC,ND,20000000.00,0.00,0.00,0.00,0.00,0.00,0.00,20000000.00,20000000.00,20000000.00
A22.1.2.01.03.001 8006,Tierras y terrenos Otros ingresos,ND,30000000.00,0.00,0.00,0.00,0.00,0.00,200000000.00,64369262.00,64369262.00,64369262.00
A12.1.2.02.01.002.01 800301,Dotacion de personal Costo medio de administracion (CMA)AC,ND,23400000.00,0.00,0.00,0.00,0.00,0.00,0.00,21903132.00,21903132.00,21903132.00
A12.1.2.02.01.002.01 800302,Dotacion de personal Costo medio de operacion (CMO) AC,ND,15600000.00,0.00,0.00,0.00,0.00,0.00,0.00,15000000.00,15000000.00,15000000.00
A12.1.2.02.01.002.01 800401,Dotacion de personal Costo medio de administracion (CMA) AL,ND,15600000.00,0.00,0.00,0.00,0.00,0.00,0.00,12600494.00,12600494.00,12600494.00
A12.1.2.02.01.002.01 800402,Dotacion de personal Costo medio de operacion (CMO) AL,ND,10400000.00,0.00,0.00,0.00,0.00,0.00,0.00,10398068.00,10398068.00,10398068.00
A22.1.2.02.01.003.01 800301,Materiales y Suministros (cafeteria y papeleria) Costo medio de administracion (CMA)AC,ND,8407588.00,0.00,0.00,0.00,0.00,0.00,0.00,6261893.00,6261893.00,6261893.00
A22.1.2.02.01.003.01 800302,Materiales y Suministros (cafeteria y papeleria) Costo medio de operacion (CMO) AC,ND,12271726.00,0.00,0.00,0.00,0.00,0.00,0.00,11930132.00,11930132.00,11930132.00
A22.1.2.02.01.003.01 800401,Materiales y Suministros (cafeteria y papeleria) Costo medio de administracion (CMA) AL,ND,12271726.00,0.00,0.00,0.00,0.00,0.00,0.00,5252849.00,5252849.00,5252849.00
A22.1.2.02.01.003.01 800402,Materiales y Suministros (cafeteria y papeleria) Costo medio de operacion (CMO) AL,ND,8181150.00,0.00,0.00,0.00,0.00,0.00,0.00,6894259.00,6894259.00,6894259.00
A22.1.2.02.01.003.01 8006,Materiales y Suministros (cafeteria y papeleria) Otros ingresos,ND,10000000.00,0.00,0.00,0.00,0.00,0.00,0.00,10000000.00,10000000.00,10000000.00
