S,233915238,10112,2021,
C12.3.9.01,ADICION PAGOS VIGENCIAS ANTERIORES,2021/02/22,257188826,0.00,0.00,0.00,0.00,0.00
C12.3.9.02,ADICION PAGOS VIGENCIAS ANTERIORES,2021/02/22,57070000,0.00,0.00,0.00,0.00,0.00
C12.3.9.03,ADICION PAGOS VIGENCIAS ANTERIORES,2021/02/22,959000201,0.00,0.00,0.00,0.00,0.00
C12.3.9.04,ADICION PAGOS VIGENCIAS ANTERIORES,2021/02/22,807322420.33,0.00,0.00,0.00,0.00,0.00
C12.3.9.05,ADICION PAGOS VIGENCIAS ANTERIORES,2021/02/22,54456229,0.00,0.00,0.00,0.00,0.00
C12.3.9.06,ADICION PAGOS VIGENCIAS ANTERIORES,2021/02/22,70300000,0.00,0.00,0.00,0.00,0.00
C12.3.9.07,ADICION PAGOS VIGENCIAS ANTERIORES,2021/02/22,177723328,0.00,0.00,0.00,0.00,0.00
C12.3.9.08,ADICION PAGOS VIGENCIAS ANTERIORES,2021/02/22,35700000,0.00,0.00,0.00,0.00,0.00
C12.3.9.09,ADICION PAGOS VIGENCIAS ANTERIORES,2021/02/22,28728000,0.00,0.00,0.00,0.00,0.00
C12.3.9.10,ADICION PAGOS VIGENCIAS ANTERIORES,2021/02/22,919249,0.00,0.00,0.00,0.00,0.00
C12.3.9.11,ADICION PAGOS VIGENCIAS ANTERIORES,2021/02/22,3125000,0.00,0.00,0.00,0.00,0.00
D52.3.01.02.001.01,ADICION PRESUPUESTAL DEL CONVENIO INTERADMINISTRATIVO CIN-20210005 SEGUN RESOLUCION 242 DE 14 DE JULIO DE 2021,2021/07/14,146007404,0.00,0.00,0.00,0.00,0.00
A12.1.1.01.01.001.04 800302,Traslado según resolución ,2021/10/12,0.00,0.00,0.00,6000000,0.00,0.00
A12.1.1.01.01.001.06.01 800302,Traslado según resolución ,2021/10/12,0.00,0.00,0.00,4000000,0.00,0.00
A12.1.1.01.01.001.08.01 800302,Traslado según resolución ,2021/10/12,0.00,0.00,0.00,1000000,0.00,0.00
A12.1.1.01.02.004 800302,Traslado según resolución ,2021/10/12,0.00,0.00,0.00,11000000,0.00,0.00
A12.1.1.02.01.001.06 800302,Traslado según resolución ,2021/10/12,0.00,0.00,0.00,1000000,0.00,0.00
A12.1.1.02.01.001.08.01 800302,Traslado según resolución ,2021/10/12,0.00,0.00,0.00,1000000,0.00,0.00
A12.1.1.02.03.001.01 800302,Traslado según resolución ,2021/10/12,0.00,0.00,0.00,1000000,0.00,0.00
A22.1.8.01.56 800301,Traslado según resolución ,2021/10/12,0.00,0.00,4000000,0.00,0.00,0.00
A12.1.7.01.02 800302,Traslado según resolución ,2021/10/12,0.00,0.00,25000000,0.00,0.00,0.00
A22.1.8.03.03.001 800301,Traslado según resolución ,2021/10/12,0.00,0.00,0.00,2000000,0.00,0.00
A22.1.8.04.02.002 800301,Traslado según resolución ,2021/10/12,0.00,0.00,0.00,2000000,0.00,0.00
C12.3.2.01.01.001.03.16.01.02 800403,SE TRASLADA PRESUPUESTO DE ACUERDO A RESOLUCION N 373 DEE OCTUBRE 22 DE 2021,2021/10/22,0.00,0.00,0.00,9000000,0.00,0.00
C12.3.2.01.01.001.03.16.01.01 800403,SE TRASLADA PRESUPUESTO DE ACUERDO A RESOLUCION N 373 DEE OCTUBRE 22 DE 2021,2021/10/22,0.00,0.00,9000000,0.00,0.00,0.00
A12.1.1.01.02.001 800301,SE TRASLADA PRESUPUESTO DE ACUERDO A RESOLUCION N 373 DEE OCTUBRE 22 DE 2021,2021/10/22,0.00,0.00,8000000,0.00,0.00,0.00
A12.1.1.01.02.001 800302,SE TRASLADA PRESUPUESTO DE ACUERDO A RESOLUCION N 373 DEE OCTUBRE 22 DE 2021,2021/10/22,0.00,0.00,10000000,0.00,0.00,0.00
A12.1.1.01.02.001 800401,SE TRASLADA PRESUPUESTO DE ACUERDO A RESOLUCION N 373 DEE OCTUBRE 22 DE 2021,2021/10/22,0.00,0.00,5000000,0.00,0.00,0.00
A12.1.1.01.02.001 800402,SE TRASLADA PRESUPUESTO DE ACUERDO A RESOLUCION N 373 DEE OCTUBRE 22 DE 2021,2021/10/22,0.00,0.00,2000000,0.00,0.00,0.00
A12.1.1.02.02.002 800301,SE TRASLADA PRESUPUESTO DE ACUERDO A RESOLUCION N 373 DEE OCTUBRE 22 DE 2021,2021/10/22,0.00,0.00,2000000,0.00,0.00,0.00
A12.1.1.02.02.002 800302,SE TRASLADA PRESUPUESTO DE ACUERDO A RESOLUCION N 373 DEE OCTUBRE 22 DE 2021,2021/10/22,0.00,0.00,1000000,0.00,0.00,0.00
A12.1.1.02.01.001.05 800302,SE TRASLADA PRESUPUESTO DE ACUERDO A RESOLUCION N 373 DEE OCTUBRE 22 DE 2021,2021/10/22,0.00,0.00,4500000,0.00,0.00,0.00
A12.1.1.01.01.001.07 800301,SE TRASLADA PRESUPUESTO DE ACUERDO A RESOLUCION N 373 DEE OCTUBRE 22 DE 2021,2021/10/22,0.00,0.00,5000000,0.00,0.00,0.00
A22.1.2.02.02.008.01 800302,SE TRASLADA PRESUPUESTO DE ACUERDO A RESOLUCION N 373 DEE OCTUBRE 22 DE 2021,2021/10/22,0.00,0.00,0.00,37500000,0.00,0.00
A12.1.1.01.01.001.02.01 800401,SE TRASLADA PRESUPUESTO DE ACUERDO A RESOLUCION N 373 DEE OCTUBRE 22 DE 2021,2021/10/22,0.00,0.00,0.00,20000000,0.00,0.00
A12.1.1.01.01.001.02.01 800302,SE TRASLADA PRESUPUESTO DE ACUERDO A RESOLUCION N 373 DEE OCTUBRE 22 DE 2021,2021/10/22,0.00,0.00,20000000,0.00,0.00,0.00
A12.1.1.02.01.001.01 800302,SE TRASLADA PRESUPUESTO DE ACUERDO A RESOLUCION N 373 DEE OCTUBRE 22 DE 2021,2021/10/22,0.00,0.00,24000000,0.00,0.00,0.00
A12.1.1.02.01.001.01 800402,SE TRASLADA PRESUPUESTO DE ACUERDO A RESOLUCION N 373 DEE OCTUBRE 22 DE 2021,2021/10/22,0.00,0.00,0.00,24000000,0.00,0.00
A12.1.1.01.01.001.04 800401,SE TRASLADA PRESUPUESTO DE ACUERDO A RESOLUCION N 373 DEE OCTUBRE 22 DE 2021,2021/10/22,0.00,0.00,2000000,0.00,0.00,0.00
A12.1.1.01.01.001.04 800402,SE TRASLADA PRESUPUESTO DE ACUERDO A RESOLUCION N 373 DEE OCTUBRE 22 DE 2021,2021/10/22,0.00,0.00,0.00,2000000,0.00,0.00
A12.1.1.01.01.001.05 800401,SE TRASLADA PRESUPUESTO DE ACUERDO A RESOLUCION N 373 DEE OCTUBRE 22 DE 2021,2021/10/22,0.00,0.00,1500000,0.00,0.00,0.00
A12.1.1.01.01.001.05 800402,SE TRASLADA PRESUPUESTO DE ACUERDO A RESOLUCION N 373 DEE OCTUBRE 22 DE 2021,2021/10/22,0.00,0.00,0.00,1500000,0.00,0.00
A12.1.1.01.01.001.06.02 800302,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,14441247,0.00,0.00,0.00,0.00,0.00
A12.1.1.01.01.001.07 800301,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,12000000,0.00,0.00,0.00,0.00,0.00
A12.1.1.01.01.001.07 800302,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,5800000,0.00,0.00,0.00,0.00,0.00
A12.1.1.01.01.001.07 800401,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,2200000,0.00,0.00,0.00,0.00,0.00
A12.1.1.01.01.001.08.01 800302,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,11052168,0.00,0.00,0.00,0.00,0.00
A12.1.1.01.01.001.08.02 800302,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,6220687,0.00,0.00,0.00,0.00,0.00
A12.1.1.01.01.001.08.02 800401,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,20187044,0.00,0.00,0.00,0.00,0.00
A12.1.1.01.01.001.08.02 800402,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,5856563,0.00,0.00,0.00,0.00,0.00
A12.1.1.01.02.001 800301,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,15000000,0.00,0.00,0.00,0.00,0.00
A12.1.1.01.02.001 800302,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,12932565.44,0.00,0.00,0.00,0.00,0.00
A12.1.1.01.02.002 800301,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,2000000,0.00,0.00,0.00,0.00,0.00
A12.1.1.01.02.002 800401,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,1000000,0.00,0.00,0.00,0.00,0.00
A12.1.1.01.02.003.01 800301,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,34246507,0.00,0.00,0.00,0.00,0.00
A12.1.1.01.02.003.01 800302,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,17185752,0.00,0.00,0.00,0.00,0.00
A12.1.1.01.02.003.01 800401,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,16953319,0.00,0.00,0.00,0.00,0.00
A12.1.1.01.03.001.01 800301,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,2723502,0.00,0.00,0.00,0.00,0.00
A12.1.1.01.03.001.01 800302,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,4823912,0.00,0.00,0.00,0.00,0.00
A12.1.1.02.01.001.01 800302,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,17375900,0.00,0.00,0.00,0.00,0.00
A12.1.1.02.01.001.02 800302,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,3500000,0.00,0.00,0.00,0.00,0.00
A12.1.1.02.01.001.02 800401,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,500000,0.00,0.00,0.00,0.00,0.00
A12.1.1.02.01.001.06 800301,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,3500000,0.00,0.00,0.00,0.00,0.00
A12.1.1.02.01.001.06 800302,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,3000000,0.00,0.00,0.00,0.00,0.00
A12.1.1.02.01.001.06 800401,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,2454025,0.00,0.00,0.00,0.00,0.00
A12.1.1.02.01.001.05 800301,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,4435000,0.00,0.00,0.00,0.00,0.00
A12.1.1.02.01.001.05 800302,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,3004036,0.00,0.00,0.00,0.00,0.00
A12.1.1.02.01.001.08.02 800301,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,3637615,0.00,0.00,0.00,0.00,0.00
A12.1.1.02.01.001.08.02 800302,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,3639399,0.00,0.00,0.00,0.00,0.00
A12.1.1.02.01.001.08.01 800301,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,4275229,0.00,0.00,0.00,0.00,0.00
A12.1.1.02.01.001.08.01 800302,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,4678796,0.00,0.00,0.00,0.00,0.00
A12.1.1.02.02.003.01 800302,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,2000000,0.00,0.00,0.00,0.00,0.00
A12.1.1.02.02.003.01 800401,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,2000000,0.00,0.00,0.00,0.00,0.00
A12.1.1.02.03.001.01 800301,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,5092661,0.00,0.00,0.00,0.00,0.00
A12.1.1.02.03.001.01 800302,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,4907339,0.00,0.00,0.00,0.00,0.00
A22.1.2.01.03.001 8006,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,200000000,0.00,0.00,0.00,0.00,0.00
A22.1.2.02.02.007.03 8006,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,8360000,0.00,0.00,0.00,0.00,0.00
A22.1.2.02.02.008.05.04 8006,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,50640000,0.00,0.00,0.00,0.00,0.00
E22.1.5.01.01.003.01.05.02 800402,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,29015212,0.00,0.00,0.00,0.00,0.00
E22.1.5.02.06.002.01.02.02 800302,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,45000000,0.00,0.00,0.00,0.00,0.00
A12.1.7.01.01 800301,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,50000000,0.00,0.00,0.00,0.00,0.00
A12.1.7.01.01 800302,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,50000000,0.00,0.00,0.00,0.00,0.00
A12.1.7.01.01 800401,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,40000000,0.00,0.00,0.00,0.00,0.00
A12.1.7.01.01 800402,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,42242222,0.00,0.00,0.00,0.00,0.00
A12.1.7.01.02 800301,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,60000000,0.00,0.00,0.00,0.00,0.00
A12.1.7.01.02 800302,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,50000000,0.00,0.00,0.00,0.00,0.00
A12.1.7.01.02 800401,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,40000000,0.00,0.00,0.00,0.00,0.00
C32.2.2.01.02.002.02.03 800402,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,334761812,0.00,0.00,0.00,0.00,0.00
A12.1.1.01.03.001.04 800302 ,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,119070577,0.00,0.00,0.00,0.00,0.00
C12.3.2.01.01.001.03.08.01.01.05 8006,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,600000000,0.00,0.00,0.00,0.00,0.00
C12.3.2.01.01.001.04.01 8006   ,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,410595066,0.00,0.00,0.00,0.00,0.00
C12.3.2.01.01.005.01.02.06 8006,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,307455585,0.00,0.00,0.00,0.00,0.00
C12.3.2.01.03.001.01 8006,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,68000000,0.00,0.00,0.00,0.00,0.00
D52.3.3.01.02.001.02 9002 ,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,1343886.73,0.00,0.00,0.00,0.00,0.00
D52.3.3.01.02.001.03 9002,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,10270865,0.00,0.00,0.00,0.00,0.00
D52.3.3.01.02.001.04 9008,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,13858788.95,0.00,0.00,0.00,0.00,0.00
D52.3.3.01.02.001.05 9008,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,22746245,0.00,0.00,0.00,0.00,0.00
D52.3.3.01.02.001.06 9002,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,418902,0.00,0.00,0.00,0.00,0.00
D52.3.3.01.02.001.07 9002,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,198807,0.00,0.00,0.00,0.00,0.00
D52.3.3.01.02.001.08 9009,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,203011754.06,0.00,0.00,0.00,0.00,0.00
D52.3.3.01.02.002.01 9004,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,2124001,0.00,0.00,0.00,0.00,0.00
A12.1.1.01.01.001.01 800302,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,79195963,0.00,0.00,0.00,0.00,0.00
A12.1.1.01.01.001.06.01 800401,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,10128376,0.00,0.00,0.00,0.00,0.00
E22.1.5.02.06.002.01.02.01 800303,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,400000000,0.00,0.00,0.00,0.00,0.00
C12.3.2.01.01.001.03.16.01.01 8006,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,801626411.32,0.00,0.00,0.00,0.00,0.00
C12.3.2.01.01.001.03.16.01.02 8006,ADICION PRESUPUESTAL SUPERAVIT AÑO 2020 SEGUN ACUERDO 010/19 DE OCTUBRE 2021 COMFIS Y RESOLUCION 382 DE 3 NOVIEMBRE DE 2021,2021/11/03,350000000,0.00,0.00,0.00,0.00,0.00
A22.1.2.01.01.005.02.03.01.01 800401,TRASLADO PRESUPUESTAL  SEGUN RESOLUCION 393 DE 11 DE NOV 2021,2021/11/11,0.00,0.00,0.00,7000000,0.00,0.00
